category,user_id,review_id,parent_asin,product_title,true_rating,predicted_rating,absolute_error,squared_error,exact_match,within_1_star,baseline_predicted_rating,baseline_absolute_error,true_review_title,true_review_text,simulated_review_text,rouge_l,bertscore_f1,review_length_delta,user_typical_review_length_delta,dcr_classification,status,error_message,model_name,prompt_version,persona_version,rating_valid,review_non_empty,product_grounding_check,hallucination_detected,behaviour_passed,simulation_result_stored,real_rating_stored,predicted_rating_stored,real_review_stored,simulated_review_stored,model_name_recorded,prompt_version_recorded,persona_version_recorded,governance_passed,correct_category_used,persona_evidence_present,context_passed
Beauty_and_Personal_Care,AE3KLVXGZPANXE5XLXYKHTVAZ3FQ,989c5bb64db41bdded5426f1e783c706,B095BRNW9B,NSLS Vintage Rhinestone Headdress Headband Bridal Wedding Head Piece Jewelry Decoration for Girls Bridesmaid (Silver),4.0,4.057,0.057000000000000384,0.003249000000000044,1,1,4.02,0.019999999999999574,Fun crown alternative!,This is a fun alternative to a crown for cosplay however my 4 year old pulled it apart pretty easily. It has an adjustable lobster claw clip on the back and does get caught in the hair however that is expected.,"This rhinestone headband is well-made and sparkly, perfect for special occasions. My daughter wore it at her cousin's wedding and loved the dainty design. It's sturdy enough to stay in place, but the 105g weight felt a bit heavy after a few hours. No harsh chemicals listed, which is a plus. Would work better for older girls (over 12) than younger kids due to the heft. Comfortable enough for short events, just not ideal for all-day wear.",0.14754098360655735,0.7576403617858887,36,-43,Green,success,,qwen/qwen3-32b,task_a_simulation_v1,v1,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True
Beauty_and_Personal_Care,AE3KLVXGZPANXE5XLXYKHTVAZ3FQ,9e73df09bb7215bcad324d26ff1e65c4,B09BHD44HN,"All Natural Pine Tar Soap Bar 4oz –Cleansing Anti Acne Eczema Psoriasis Itch Relief Pine Tar Face & Body Wash Cleanser – Pure Goat’s Milk Soap with Oatmeal, Charcoal, Essential Oils Made in USA",5.0,4.026,0.9740000000000002,0.9486760000000004,0,1,4.02,0.9800000000000004,Great anti bacterial soap,"This is a nice smelling antibacterial soap that lathers nicely. It doesn’t really list an ingredients list like other products and only shows six ingredients. If that’s the case, that’s awesome! The price point is right on for other soaps like this. It didn’t dry out my skin.","This pine tar soap is well-made and free from parabens/silicones, which I appreciate. The ingredients list is transparent, and it feels gentle—good for sensitive skin. While not a hair accessory, it’s a solid choice for natural skincare. Would have loved it more if it had a sparkly design, but the non-slip texture and lightweight lather make it functional. Works as advertised for itch relief, though I bought it for my daughter’s eczema and it helped moderately.",0.1492537313432836,0.783021092414856,28,-44,Green,success,,qwen/qwen3-32b,task_a_simulation_v1,v1,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True
Beauty_and_Personal_Care,AE3KLVXGZPANXE5XLXYKHTVAZ3FQ,bf480d81d7605ecef8e7abea27011ebb,B096QSSX5N,"KTYOEY Crowns for Women,Baroque Queen Crown Bridal Tiara Rhinestone Hair Jewelry for Wedding Birthday",4.0,4.12,0.1200000000000001,0.014400000000000026,1,1,4.02,0.019999999999999574,Beautiful crown,"This is a beautiful crown that comes on a presentable box that fit my average adult head nicely. It also fit my 4 year old daughters head. The jewels are bright with a lot of sparkle. The only issue I had was the arms were twisted when it arrived and they were very easily able to get back into position which is a good and bad thing. Good because it’s easy to change its size but bad because it bends very easily. Overall, this is a nice piece to have in a dress up box!","My daughter loved the sparkly design for her birthday photoshoot—it’s well-made and stays put with the clip, which helps her unusual head shape. The packaging was fancy, but I wish the product listed materials clearly (no mention of parabens/silicones). Works for casual parties, but not breathable enough for all-day wear.",0.10596026490066225,0.7603318095207214,-45,-70,Green,success,,qwen/qwen3-32b,task_a_simulation_v1,v1,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True
Beauty_and_Personal_Care,AE3KLVXGZPANXE5XLXYKHTVAZ3FQ,fd5101960d853b799e4f2b2fc9061830,B095KL4SKH,"Crowns for Women, Vofler Silver Tiaras w/Crystal - Royal Queen Flower Headband for Princess Ladies Girls Bridal Bride Birthday Wedding Pageant Prom Quinceanera Homecoming Halloween Costume Party",5.0,4.12,0.8799999999999999,0.7743999999999999,0,1,4.02,0.9800000000000004,Beautiful crown!,This is such a beautiful crown! It fits my average adult head nicely and actually stays in place. The gems give off a rainbow shine which is so pretty. This is a great addition to anyones costume box! I can’t wait to wear it to Disney!!,"This tiara is well-made and sparkly, just as described. The silver-plated alloy feels durable, and the crystals catch light nicely. It’s very light weight, so it stays comfortable during wear (my teen wore it for 4 hours at a prom event without issues). The pin loops with bobby pins work to keep it secure—no slipping even with a narrow head shape. While it’s marketed for women, the sizing fits older girls (13+). Would have loved this for a child’s birthday party, but the design leans more mature than 'princessy' for younger kids. No harsh chemicals or hidden ingredients listed, which is a plus.",0.12820512820512822,0.7624874711036682,57,-17,Green,success,,qwen/qwen3-32b,task_a_simulation_v1,v1,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True
Electronics,AE3OUW2QZVYKTDJ33WRUNO75WIXA,40ef2203a324fb7cca69370235e7f289,B00AWT2QCE,"DGK Color Tools DKK 5"" x 7"" Set of 2 White Balance and Color Calibration Charts with 12% and 18% Gray - Includes Frame Stand and User Guide",4.0,3.777,0.22299999999999986,0.04972899999999994,1,1,3.45,0.5499999999999998,Does what I need it to do,"Shooting miniatures and figures in a tabletop studio can result in some color shift due to reflected colors from the background or even the item being photographed.  This card gives me white balance and color checks.  I cannot speak to its absolute accuracy, but visually it is consistent with the advertised values.  Once I get the images into Photoshop, I use the values to give consistent color rendition.  (See the Web for hundreds of tutorials on how to do this.)  It is quick , easy and gives superior results.  It ir even a simple white card can really increase your photography game in these situations.<br /><br />The second card can be taken on the road for when you are dealing with a lighting situation where you have LED, fluorescent and tungsten lights and need help deciding what to use for the white balance.  (That was me at the IX Center during a prior Cleveland Auto Show.)  You still might not be able to reach perfection, but you can examine the trades.","This color chart set works as advertised for white balance and color correction. The included frame stand is a nice touch for hands-free use, and the double-sided design adds convenience. While nothing revolutionary, it’s a solid tool for the price that delivers consistent results in post-processing. The archival materials feel durable enough for regular use, though the lack of adjustable brightness settings would prevent a 5-star rating.",0.13168724279835392,0.7589269280433655,-104,-53,Green,success,,qwen/qwen3-32b,task_a_simulation_v1,v1,True,True,,False,True,True,True,True,True,True,True,True,True,True,True,True,True
Electronics,AE3OUW2QZVYKTDJ33WRUNO75WIXA,63c44998922c0187e8e2d2f1c9cff338,B01G6KC15E,"Koss Communications USB Headset with Microphone (CS100-USB),White",5.0,3.745,1.255,1.5750249999999997,0,0,3.45,1.5499999999999998,Great for VOIP and virtual meetings,"These work very well for taking calls int he computer or doing a virtual meeting.  They are faily comfortable though they could use more and better padding.  Sound quality is good, and the microphone works well.","This USB headset delivers solid performance for everyday use. The noise-canceling mic works well in low-light situations, and the 8-foot cord gives enough depth of field for moving around while talking. While there’s no noticeable change in audio quality compared to cheaper options, the USB plug design is a huge step up for plug-and-play simplicity. It’s not perfect—no overcharge protection or adjustable padding—but at $18, it’s good value for casual calls or online meetings. The build feels durable enough, though I’d avoid using it for sensor cleaning tasks.",0.11851851851851852,0.7919988036155701,52,-32,Green,success,,qwen/qwen3-32b,task_a_simulation_v1,v1,True,True,,False,True,True,True,True,True,True,True,True,True,True,True,True,True
Electronics,AE3OUW2QZVYKTDJ33WRUNO75WIXA,85317d64f735c15f442a6bff7fb7fae3,B01KW560AG,"ECHOGEAR Swivel TV Stand - Universal Replacement Stand for TVs Up to 60""- Height Adjustable Up to 4"" & Smooth TV Swivel - Works with Samsung, LG, Sony & More",4.0,3.84,0.16000000000000014,0.025600000000000046,1,1,3.45,0.5499999999999998,Good stand with a couple of small issues,"The stand went together easily and works exactly as advertised.  I have a 55"" monitor weighing 50 pounds on it, and it is rock solid.  I can rotate the screen side to side with no concerns.  It also gives no indication of tipping over when pushed or pulled.<br /><br />I really liked the compartmentalization of tools, fasteners, screws and spacers.  If there is a screw needed to attach the monitor that is not included, I would be very surprised.  Hanging the monitor on the stand can be done alone, but get someone to help if you can.<br /><br />The one thing that loses this stand a star is the base.  I was unable to get all four screws installed because the hole locatins were too far off.  The sheet metal is also thin and will easily depress if you put something onto it or lean on it.<br /><br />Overall, this is a very good choice for a stand.","This swivel stand is a huge step up from the flimsy factory alternative. The 4"" height adjustment ensures proper ergonomics for viewing, and the 75-degree swivel adds flexibility for group watching. Assembly took under 15 minutes with no extra tools needed—just a basic screwdriver. While not in my usual camera gear wheelhouse, the secure fastening system and universal fit for major brands make this a good value for the price. No noticeable wobbling during use, which addresses my main concern about TV stand safety.",0.12955465587044535,0.7444674372673035,-74,-36,Green,success,,qwen/qwen3-32b,task_a_simulation_v1,v1,True,True,,False,True,True,True,True,True,True,True,True,True,True,True,True,True
Electronics,AE3OUW2QZVYKTDJ33WRUNO75WIXA,e924c2d58d84020e22fe1b5c1d8e6bb6,B0BBY5TGTM,TCL 32-Inch Class HD 720p Smart LED TV Dolby Digital Advanced Digital Tuner Premium Design Compatible with Alexa & Google Assistant 32S331 (Renewed),2.0,3.824,1.8239999999999998,3.3269759999999993,0,0,3.45,1.4500000000000002,Will not work unless you create a Roku account!,"All I want is a TV for the (None of your business) room.  I was forced to create a Roku account to even get started.  THIS IS NOT RIGHT!  The TV tuner is all I want or need.  If I want streaming, I will get an Amazon Fire Stick.  The sole reason that this is not heading back is that I did not have to setup payment for Roku.  If they demand payment, it will be!  The questions required to srtup the account were intrusive and unneeded.<br /><br />Value your privacy or just do not want an unwanted service that will probably track your viewing>  DO NOT BUY THIS TV!!!<br /><br />As for the TV itself, it fir where it needed to go and works well.  Picture quality is good for a 1080p 32""-class screen.  Sound is acceptable, but I will be routing it to a stereo as soon as I figure out how to connect the two.  Without the Roku issue, this would have been a solid 4 Star unit.","This TCL 32-inch HD TV delivers functional performance for basic smart TV needs. The HD resolution provides decent clarity, and having three HDMI inputs is a practical addition for connecting devices. While the smart features work reliably for streaming services like Netflix and Disney+, there's no noticeable change in picture quality compared to standard HD models. The premium design looks sleek with its black finish, but the quad pedestal stand takes up more space than expected. For the price, it's a reasonable choice if you need Alexa/Google Assistant compatibility and don't require 4K resolution. Just ensure you have sufficient external storage for media files since there's no mention of built-in storage capacity in the specs.",0.11486486486486487,0.737368643283844,-56,-5,Yellow,success,,qwen/qwen3-32b,task_a_simulation_v1,v1,True,True,,False,True,True,True,True,True,True,True,True,True,True,True,True,True
Beauty_and_Personal_Care,AE3RXOZQ6OBTBWRG6C3N5ZYC4NWQ,7cdfb114a63ed313cf5e94a57e51b9ab,B0BQ2H9FB3,"Amazon Basics Shea Butter and Oatmeal Body Wash, 24 Fluid Ounces, 6-Pack (Previously Solimo)",3.0,3.833,0.8330000000000002,0.6938890000000003,0,1,3.5,0.5,Affordable,Smells fine. Feels good,"Love the price for a 6-pack of this shea butter and oatmeal body wash. It’s gentle on sensitive skin and leaves my skin feeling moisturized after showers. Not the most luxurious formula I’ve used, but definitely good value for the money. The natural ingredients are a plus, and I appreciate it’s hypoallergenic. Works well for dry areas like my elbows without irritation.",0.05714285714285715,0.7089480757713318,58,-58,Yellow,success,,qwen/qwen3-32b,task_a_simulation_v1,v1,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True
Beauty_and_Personal_Care,AE3RXOZQ6OBTBWRG6C3N5ZYC4NWQ,a1e28c35509e19928c701dbf8ce5eece,B0C5SD241W,"wet n wild Wild Shine Nail Polish, Orange Blazed, Nail Color",4.0,3.837,0.1629999999999998,0.02656899999999994,1,1,3.5,0.5,Nice,Respectable PRICE♥️,"Love the price point here—$1.29 is hard to beat for a vibrant orange polish. It applies smoothly and dries quickly, though the formula isn’t the thickest I’ve used. For the cost, it works well enough and matches the high-shine claim in the description. Not sure about long-term wear, but given how cheap it is, I’ll just grab another when it runs out.",0.028169014084507046,0.7184931635856628,60,-58,Yellow,success,,qwen/qwen3-32b,task_a_simulation_v1,v1,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True
Beauty_and_Personal_Care,AE3RXOZQ6OBTBWRG6C3N5ZYC4NWQ,23c25eb9de8e6f10796548bd7b4ef027,B0BTHF8Y4M,wet n wild Silk Finish Lipstick| Hydrating Lip Color| Rich Buildable Color| Raging Red,3.0,3.853,0.8530000000000002,0.7276090000000004,0,1,3.5,0.5,Nice,"Comes off a little to easy, other than that it's fine... I do love the price","Love the price for such a rich color! This lipstick feels smooth and builds well, though it’s not the most long-lasting. Good for everyday use without breaking the bank. Appreciate that it’s cruelty-free, which matters for my routine. Would buy again for the affordability.",0.15384615384615385,0.7481779456138611,28,-76,Green,success,,qwen/qwen3-32b,task_a_simulation_v1,v1,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True
Beauty_and_Personal_Care,AE3RXOZQ6OBTBWRG6C3N5ZYC4NWQ,240daaabd19b5a4ac4e132b36fbe8856,B00KX32J26,"Dickinson's Enhanced Witch Hazel Hydrating Toner with Rosewater, Alcohol Free, 98% Natural Formula, 16 Fl Oz",4.0,3.916,0.08400000000000007,0.007056000000000013,1,1,3.5,0.5,Nice,Affordable,"Love the price for a natural formula! This Dickinson's toner works nicely for my skin without any harsh chemicals. The rosewater scent is pleasant, and it feels hydrating. It’s affordable and does what it says—cleanses and refreshes. Not the most multi-purpose product, but solid value for the cost.",0.03773584905660378,0.7083372473716736,47,-72,Yellow,success,,qwen/qwen3-32b,task_a_simulation_v1,v1,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True
Beauty_and_Personal_Care,AE3RXOZQ6OBTBWRG6C3N5ZYC4NWQ,5da140948d6f03e551c0c7f3124103b1,B08GSK7VG6,"84 Pieces Hair Perm Rods Hair Curling Rollers Perming Rods Curlers Cold Wave Rods for Hairdressing Styling Tools (Red,0.2 Inch)",3.0,3.837,0.8370000000000002,0.7005690000000003,0,1,3.5,0.5,Good,Affordable. Also really tiny...,"Love the price for 84 rods! Easy to use with the rubber bands, though took a few tries to get the curls right. Nice and affordable for home styling without salon costs.",0.05555555555555555,0.7258672118186951,28,-88,Yellow,success,,qwen/qwen3-32b,task_a_simulation_v1,v1,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True
Beauty_and_Personal_Care,AE3RXOZQ6OBTBWRG6C3N5ZYC4NWQ,61a2b204d17c8c75b1dcba0c83a203e1,B0C135XDPR,"NIVEA MEN Sport Body Wash with Revitalizing Minerals, 16.9 Fl Oz Bottle",4.0,3.884,0.1160000000000001,0.013456000000000023,1,1,3.5,0.5,Nice,The smell wasn't what I was expecting. But the price was great,"This NIVEA MEN body wash is nice and affordable at under $7. Love that it works as a shampoo, shaving gel, and body wash – saves money in the long run. The citrus scent is fresh but not overpowering. It cleanses gently without stripping skin, which is good for dry areas. Not the most luxurious feel, but for the price, it’s solid value. Would buy again if it lasts.",0.0975609756097561,0.737083375453949,57,-51,Yellow,success,,qwen/qwen3-32b,task_a_simulation_v1,v1,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True
Beauty_and_Personal_Care,AE3XHOX3OBSVFXACAPNFMKSUWR5Q,165e794f112f37d7ed67fe6ef71ae362,B07WFF9KGT,"Zing Beauty Takeoff cleansing oil, 3.3 Fl Oz",5.0,4.4,0.5999999999999996,0.3599999999999996,0,1,4.684,0.31599999999999984,Does An Awesome Job Of Removing Makeup!,"This works great to remove makeup from my face! It's a luxurious blend of natural oils (and also a super skin cleaner) that has a delicate fragrance. To me, it smells slightly of roses, almonds and tangerines. This dissolves makeup and also cleanses my skin -- I can follow up with a skin cleanser, or not. I apply it to my dry face, spread it around and remove it with a warm, wet washcloth. My makeup comes right off. I like the pump bottle for keeping this product pure! Love the delicate fragrance -- for me, this is a very beneficial and comforting self-care product!","This cleansing oil works well for removing makeup and impurities without irritating my skin. I appreciate the natural coconut and jojoba oils listed in the ingredients, and the convenient pump makes it easy to use. My skin felt hydrated afterward, which is a plus. However, I found myself needing to apply it twice for thorough cleansing, which makes me question the long-lasting effectiveness I typically look for. The mild coconut scent is pleasant but not overpowering. Overall, it’s a solid choice for a gentle, multi-tasking cleanser, but not quite in the same league as my go-to aluminum-free deodorant in terms of performance consistency.",0.18779342723004694,0.7929555773735046,-2,-17,Green,success,,qwen/qwen3-32b,task_a_simulation_v1,v1,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True
Beauty_and_Personal_Care,AE3XHOX3OBSVFXACAPNFMKSUWR5Q,202b90fdf0981d38e71834174a5d744e,B0CGFC4JHM,"Olay Regenerist Retinol Moisturizer, Retinol 24 Night Face Cream with Niacinamide, Anti-Wrinkle Fragrance-Free 1.7 oz, Includes Olay Whip Travel Size for Dry Skin",5.0,4.782,0.21799999999999997,0.04752399999999999,1,1,4.684,0.31599999999999984,Rejuvenate Night & Day - TWO Face Creams,The Overnight Moisturizing Magic is thick and fragrance free for hydrating at night. I'm applying this before bed and I'm seeing the finer lines on my cheeks (under my eyes) reduced -- this has Retinol and Vitamin B3 -- Retinol is one of the best things I can use on my skin to boost collagen and reduce wrinkles. The Whip isn't as thick. It's for daytime. It's also great at hydrating. Both of these are fragrance-free and have no dyes or fillers.,"Love this Olay Regenerist Retinol Moisturizer! The fragrance-free formula works well for my dry skin, and I appreciate the non-greasy texture that absorbs quickly. The inclusion of niacinamide and retinol helps smooth my skin overnight, and the travel size is a convenient bonus. While I haven’t noticed immediate anti-wrinkle effects, the long-lasting hydration and skin-quenching benefits align with what I look for in a nourishing night cream. A solid choice for multi-tasking skincare.",0.19277108433734938,0.8076770901679993,-9,-47,Green,success,,qwen/qwen3-32b,task_a_simulation_v1,v1,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True
Beauty_and_Personal_Care,AE3XHOX3OBSVFXACAPNFMKSUWR5Q,609926b1c070b0ba9299c940594ed9eb,B09Q3WHWQH,"Physicians Formula Rosé All Day Set & Glow Highlighter Face Makeup Powder Brightening Rose, Dermatologist Approved",5.0,4.384,0.6159999999999997,0.37945599999999957,0,1,4.684,0.31599999999999984,Wow! Love This Powder With Balm!,"This is unusual in several ways. It has not only powder, but also a separate tray filled with a ""balm."" The balm makes it stick and gives it a bit of a glow. This looks beautiful on! The case has a compartment for the makeup and another compartment with a mirror and a brush. This smells heavenly -- like a rose garden! Antioxidants and Vitamin C. It's very soft, evens out my skin, gives it a radiance and the color is so perfect. Love everything about this!","Love the multi-functional use for cheeks, eyes, and lips! The lightweight formula works well for sensitive skin and provides a natural sheen. However, the highlighter effect isn't as long-lasting as I'd hoped for my oily T-zone. Appreciate the SPF and hypoallergenic claims, but the packaging feels a bit overpriced for the product volume.",0.12413793103448276,0.7512565851211548,-34,-67,Green,success,,qwen/qwen3-32b,task_a_simulation_v1,v1,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True
Beauty_and_Personal_Care,AE3XHOX3OBSVFXACAPNFMKSUWR5Q,6a27d3a90b431a00bb2c8df1282269b6,B07Y2QM5R3,"Zing Beauty Skin twin base+primer/highlighter, Light/Luster, 0.42 Ounce",5.0,4.337,0.6630000000000003,0.4395690000000003,0,1,4.684,0.31599999999999984,"One Of My Favorites! Lightweight, Fresh & Natural Looking!","I received the Medium-Tan/luster. This is TWO concealers on one stick (one on each end) that can be blended and built up. I LOVE the way my skin looks. These are creamy/waxy. Feels great on and looks even better. I don't really need to cover this up with matte makeup or powder, but I can if I want to.","This dual-ended stick is convenient for quick touch-ups—works well as a lightweight base and subtle highlighter. The formula blends smoothly without irritation, which is a plus, but the coverage fades quickly by midday. While I appreciate the buildable coverage and dewy finish, it doesn’t last as long as I’d hoped for a primer/highlighter combo. Good for sheer, natural looks but not for all-day wear.",0.11940298507462685,0.7793594002723694,5,-56,Green,success,,qwen/qwen3-32b,task_a_simulation_v1,v1,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True
Beauty_and_Personal_Care,AE3XHOX3OBSVFXACAPNFMKSUWR5Q,858779ca91cacedbd3f96502e1e11b3a,B00GDD1XTK,CIRCCELL Geothermal Clay Cleanser – Hydrating Facial Cleanser - Arctic Clay and Essential Oils Deep Clean & Detox Skin – Hydrating Clay Face Wash or Mask for All Skin Types,5.0,4.369,0.6310000000000002,0.39816100000000026,0,1,4.684,0.31599999999999984,Exceptional Blend That Cleans Exceptionally Well!,"This is a wonderful concoction of oils and clay that smells delightfully of mint and turns my face green! I love this and I'm dazed at the different and sometimes exotic oils in this cleanser: macadamia, sweet almond, avocado, meadowfoam, kaolin, spearmint, basil, as well as Chilean soap bark extract, and chlorophyll-copper complex, among other rich sounding ingredients. This can be used twice a day and can be used as a cleanser or a mask. I love how my skin looks after using this -- smooth and tight. I love how it deeply cleans makeup and leaves my skin feeling very clean and hydrated. One amazing cleanser!","This geothermal clay cleanser works well for deep cleaning without drying out my skin. I appreciate the natural ingredients like Arctic clay and essential oils, which align with my preference for nourishing, multi-tasking products. Using it as both a cleanser and mask is convenient, and it leaves my skin feeling refreshed. While it doesn’t have a strong scent (which I prefer), I wish the packaging emphasized the long-lasting effectiveness more clearly. Still, it’s a solid choice for hydrating, gentle cleansing.",0.19791666666666669,0.7873761057853699,-27,-40,Green,success,,qwen/qwen3-32b,task_a_simulation_v1,v1,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True
Beauty_and_Personal_Care,AE3XHOX3OBSVFXACAPNFMKSUWR5Q,965dba8b1dae4c4757153cab491cea67,B0BS62512P,"Neutrogena Healthy Skin Radiant Brightening Cream with Peptides & Vitamin E Antioxidant, Lightweight Perfecting Concealer Cream, Non-Comedogenic, Golden Medium/Deep 01 with warm undertones, 0.24 oz",5.0,4.416,0.5839999999999996,0.3410559999999996,0,1,4.684,0.31599999999999984,Conceals Beautifully,This is a great little concealer with skin-healthy ingredients. I was able to conceal a very dark mole with two applications. I blended the first application and put a tiny dab on top with the second. The applicator wand makes it easy to apply.,"This concealer works well for covering blemishes and dark circles with its lightweight formula. I appreciate the non-comedogenic feature and the inclusion of peptides and vitamin E for skin-nourishing benefits. However, while it performs adequately as a concealer, I was hoping for more multi-functional use (like a moisturizer with coverage) given the 'healthy skin' branding. The texture is smooth and non-greasy, but I’d prefer a product that doubles as a treatment for daily wear. Still, it’s a solid choice for targeted coverage.",0.18045112781954886,0.7831030488014221,38,-38,Green,success,,qwen/qwen3-32b,task_a_simulation_v1,v1,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True
Beauty_and_Personal_Care,AE3XHOX3OBSVFXACAPNFMKSUWR5Q,c17e8adad5bd20e274f3f04bbc20dfb5,B081RQT281,"L'Oréal Paris Age Perfect Luminous Hydrating Lipstick + Nourishing Serum, Rich Chestnut, 0.13 oz.",5.0,4.4,0.5999999999999996,0.3599999999999996,0,1,4.684,0.31599999999999984,"This Is Great For My ""Older"" Lips!","This is creamy, smooth and rich with oils that allow the pigment to sink into my lips and color that stays on top, too. The soft mauve (210) is ""my shade,"" and looks good with my olive skin tones. I love the classy white tube with the gold accents. This is called ""age perfect"" for a reason since it's looking absolutely great on my perfectly aged lips. I love the creaminess of this, though -- it feels wonderful on!","This lipstick works well for hydration and has a nourishing formula with Pro Vitamin B5, which I appreciate. The 9-hour wear is decent, and my lips felt smoother after use. However, the color payoff is subtle, and I prefer more vibrant shades. It doesn’t irritate, which is a plus, but I’ve had better experiences with multi-tasking lip products. Good for basic hydration, but not my top pick.",0.17333333333333334,0.787922739982605,-12,-53,Green,success,,qwen/qwen3-32b,task_a_simulation_v1,v1,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True
Beauty_and_Personal_Care,AE3XHOX3OBSVFXACAPNFMKSUWR5Q,f0dd3648a648ef054eb2e95213909778,B081V9D7NW,Esscentials Good Morning! Moisturizer by Scent Beauty - Lightweight Moisturizer from Nature - Vegan and Non-Toxic Moisturizing Lotion Featuring Notes of Orange Zest and Peach Blossoms - 3.0 Oz / 60ml,5.0,4.258,0.742,0.5505639999999999,0,1,4.684,0.31599999999999984,"Fragrant, Soothing & Healing","Wow! The fragrance goes on SWEET and strong and quickly fades to a pleasantly mild scent, but the healing properties remain. Moisturizer quickly sinks into skin and I find that it's restorative and hydrating. Vetiver is deep and sweet smelling. I don't know what else is in this, but I start thinking about intense chocolate and vanilla and sugar mixed together (and ylang ylang?) -- but only at first -- as mentioned, it quickly fades to mildly ""pleasant."" I love the beautifully designed little bottle with pump applicator. Also important -- this product is VEGAN, made from 100% naturally grown & harvested ingredients.","This moisturizer has a lovely, lightweight formula that absorbs quickly without leaving a greasy residue. I appreciate the natural ingredients and the subtle orange zest scent—it’s refreshing without being overpowering. It works well for my sensitive skin without causing irritation, which is a big plus. However, I was disappointed it doesn’t include SPF, which I typically look for in a daytime moisturizer. Still, it’s a solid choice for a nourishing base layer. Love the eco-friendly packaging too!",0.14207650273224043,0.7824473977088928,-26,-43,Green,success,,qwen/qwen3-32b,task_a_simulation_v1,v1,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True
Health_and_Household,AE47UPIXTIMONCQKKLWTGPI3Q42A,7954bcf685d77ebb6c64f24a39e829ab,B0BSXF5Z2S,"Renew Life Probiotics for Women, 25 Billion CFU Guaranteed, Probiotic Supplement for Digestive, Vaginal & Immune Health, Shelf Stable, Soy, Dairy & Gluten Free, 30 Capsules",4.0,4.241,0.24099999999999966,0.058080999999999834,1,1,4.16,0.16000000000000014,"the price is good here, but I always worry about how long ...","the price is good here, but I always worry about how long it's been in a hot environment during shipping. I like the variety of cultures in it.","Seems to be doing what it's supposed to for basic digestive health—no stomach issues since starting. The vaginal health support is hard to know without blood work, but I'll probably try some more. Like that it's soy-free and backed by clinical trials. Takes a few weeks to notice anything, which is common with probiotics. Would buy again if needed.",0.15053763440860213,0.748914361000061,31,-61,Green,success,,qwen/qwen3-32b,task_a_simulation_v1,v1,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True
Health_and_Household,AE47UPIXTIMONCQKKLWTGPI3Q42A,fdc8402d66042f2527e8ffb35931415c,B005C99OWO,"Jarrow Formulas R-Alpha Lipoic Acid 100 mg With Biotin, Dietary Supplement for Cellular Energy Production, Glucose and Lipid Metabolism and Antioxidant Support, 60 Veggie Capsules, 60 Day Supply",5.0,4.293,0.7069999999999999,0.49984899999999977,0,1,4.16,0.8399999999999999,Five Stars,Dr recommended this and so far it's helping me feel better.,"This R-Alpha Lipoic Acid supplement seems to be doing what it's supposed to for basic energy support. The addition of biotin is a nice touch to prevent deficiencies, which I appreciate since I read that can be an issue with long-term use. Taken one capsule daily as directed, but hard to know the full effects yet—probably try some more over the next few months. The veggie capsules are a plus for someone avoiding animal products. No major issues so far, though I wouldn't call it a miracle worker.",0.0761904761904762,0.7386707067489624,77,-32,Yellow,success,,qwen/qwen3-32b,task_a_simulation_v1,v1,True,True,,False,True,True,True,True,True,True,True,True,True,True,True,True,True
