category,user_id,holdout_review_id,holdout_asin,holdout_product_title,holdout_rating,rank_of_holdout,hit_at_10,ndcg_score,reciprocal_rank,holdout_in_candidate_pool,evaluation_mode,recommendations,recommendation_reasons,candidate_count,retrieval_sources,baseline_recommendations,baseline_rank_of_holdout,baseline_hit_at_10,baseline_ndcg_score,baseline_reciprocal_rank,recommendation_run_id,dcr_classification,status,error_message,model_name,prompt_version,persona_version,embedding_model,output_valid,reviewed_product_recommended,behaviour_passed,recommendation_run_stored,intent_plan_stored,intent_plan_has_retrieval_query,intent_plan_has_constraints,intent_plan_has_model_recorded,candidates_stored,retrieval_sources_stored,score_breakdown_stored,model_name_recorded,prompt_version_recorded,persona_version_recorded,embedding_model_recorded,governance_passed,correct_category_used,request_constraints_reflected,persona_train_products_excluded,holdout_not_wrongly_excluded,cross_domain_values_used,context_passed
Electronics,AE6AUO3Z6Q5N5VK2JDWGZEGFW4GA,ce5a6147a02dea780b5e2a4c1ef8fc64,B0B69SFDWD,Encased Replacement Bose Headphone Ear Pads for Bose QuietComfort 45 (QC45) Comfort PU Leather Ear Cushion Set (Black),5.0,,0.0,0.0,0.0,True,True,"[""B0BMVBQZ9T"", ""B07X1DWBVW"", ""B0BJXSGLFJ"", ""B079GXN788"", ""B094Y1K678"", ""B07ZPPZYTS"", ""B07D9JW39N"", ""B09JZZMQNN"", ""B0185I7OD4"", ""B00FB50SBU""]","[""This matches the request because it mentions compatibility."", ""This matches the request because it mentions compatibility."", ""This matches the request because it mentions durability."", ""This matches the request because it mentions compatibility."", ""This fits the request through product quality score 0.90, preference match score 0.30."", ""This fits the request through product quality score 0.92, preference match score 0.30."", ""This fits the request through laptop backpacks."", ""This matches the request because it mentions durability."", ""This fits the request through product quality score 0.88, preference match score 0.30."", ""This fits the request through product quality score 0.94, preference match score 0.30.""]",51.0,"{""collaborative"": 25, ""request_query"": 50, ""attribute_match"": 24, ""preference_vector"": 50, ""evaluation_holdout"": 1}","[""B0BGNG1294"", ""B08CLNX58K"", ""B09V1FT19S"", ""B0BSFT117F"", ""B073JWXGNT"", ""B0BRZG5TK4"", ""B073JYC4XM"", ""B09ZQ4GHM8"", ""B0BPL157WQ"", ""B0BJW5LJ4J""]",,0.0,0.0,0.0,4de22edb-a844-4724-9bfc-0894e63e0990,Yellow,success,,qwen/qwen3-32b,task_b_intent_v1+task_b_reranker_v1,v1,sentence-transformers/all-MiniLM-L6-v2,True,False,True,True,True,True,True,True,True,True,,True,True,True,True,True,True,True,True,True,,True
Electronics,AE6AUO3Z6Q5N5VK2JDWGZEGFW4GA,67c106dbb081332f896ea8664de0f74a,B08ZSRCP9W,"Perixx PERIBOARD-106W DV, Wired Performance Full Size Keyboard - Curve Ergonomic Keys - 5.9ft USB Cable - White - Dvorak Layout",4.0,,,,,,True,,[],,,,,,,,,,skipped,max holdouts per user reached,,,,,,,,,,,,,,,,,,,,,,,,,,
Electronics,AE6AUO3Z6Q5N5VK2JDWGZEGFW4GA,b8f36827b4e1504fc179b0776d8f3249,B0B8MRLD4P,Microsoft Surface Laptop 4 15” Touch-Screen – AMD Ryzen 7 Surface Edition - 8GB - 512GB Solid State Drive - Matte Black,4.0,,,,,,True,,[],,,,,,,,,,skipped,max holdouts per user reached,,,,,,,,,,,,,,,,,,,,,,,,,,
Electronics,AE6AUO3Z6Q5N5VK2JDWGZEGFW4GA,c9ad95ea1be050ab0f9d0b4dce8fd41c,B0BF98QY7S,"IOAOI Aircraft Keycaps, PBT Keycaps 128 Key Custom Keycap Set with Key Fetcher and Gift Box Keycaps for Cherry MX Switches /GK61/ GK64/ RK61/ Anne/ GH60 / ALT61 - Only Keycaps",5.0,,,,,,True,,[],,,,,,,,,,skipped,max holdouts per user reached,,,,,,,,,,,,,,,,,,,,,,,,,,
Electronics,AE6AUO3Z6Q5N5VK2JDWGZEGFW4GA,f1bb5042b7dad3327f876d3be8f11212,B09TZXY8HB,"LIFEBE 150 PCS Rock Band Stickers,Classic Rock and Roll Sticker Pack for Adults, Cool Metal Punk Music Decals for Guitar Laptop Skateboard Water Bottle Helmet",5.0,,,,,,True,,[],,,,,,,,,,skipped,max holdouts per user reached,,,,,,,,,,,,,,,,,,,,,,,,,,
Electronics,AE6FJWLHTPXIMSLMUTF5YXODCRQA,35351d422f77f90767dbfb89b657a7ce,B07N1FF2GT,"Lamicall Laptop Cooling Pad, Laptop Cooler : Portable Slim Laptop Cooling Stand Holder Riser with 5 Fans Compatible with MacBook Air Pro Dell XPS HP Alienware Laptop Notebooks Up to 15.6 Inch",5.0,,0.0,0.0,0.0,True,True,"[""B088GF9115"", ""B07MJDYH21"", ""B075YL2T5J"", ""B0B285L64J"", ""B09WHLY4YV"", ""B00JE6U5CY"", ""B09D5XD5RQ"", ""B09VXPXXDC"", ""B0BY865FJJ"", ""B07D93PKV4""]","[""This matches the request because it mentions value, budget and has strong price-fit evidence."", ""This matches the request because it mentions budget and has strong price-fit evidence."", ""This fits the request through price fit."", ""This matches the request because it mentions budget and has strong price-fit evidence."", ""This fits the request through price fit."", ""This matches the request because it mentions budget and has strong price-fit evidence."", ""This matches the request because it mentions budget."", ""This matches the request because it mentions value."", ""This fits the request through product quality score 0.88, preference match score 0.30."", ""This fits the request through product quality score 0.88, preference match score 0.30.""]",51.0,"{""collaborative"": 24, ""attribute_match"": 4, ""preference_vector"": 50, ""evaluation_holdout"": 1}","[""B0BGNG1294"", ""B08CLNX58K"", ""B09V1FT19S"", ""B0BSFT117F"", ""B073JWXGNT"", ""B0BRZG5TK4"", ""B073JYC4XM"", ""B09ZQ4GHM8"", ""B0BPL157WQ"", ""B0BJW5LJ4J""]",,0.0,0.0,0.0,24430999-dc6d-4a63-9348-04ee88d19ce4,Yellow,success,,qwen/qwen3-32b,task_b_intent_v1+task_b_reranker_v1,v1,sentence-transformers/all-MiniLM-L6-v2,True,False,True,True,True,True,False,True,True,True,,True,True,True,True,True,True,True,True,True,,True
Electronics,AE6FJWLHTPXIMSLMUTF5YXODCRQA,a381bb5e0cac2a3d23bef3fce18fc048,B00IK66LP4,"Transcend USB 3.1 SDHC/SDXC/ microSDHC/SDXC Card Reader, TS-RDF5R (Pink)",5.0,,0.0,0.0,0.0,True,True,"[""B088GF9115"", ""B07MJDYH21"", ""B075YL2T5J"", ""B0B285L64J"", ""B09WHLY4YV"", ""B00JE6U5CY"", ""B09D5XD5RQ"", ""B09VXPXXDC"", ""B0BY865FJJ"", ""B07D93PKV4""]","[""This matches the request because it mentions value, budget and has strong price-fit evidence."", ""This matches the request because it mentions budget and has strong price-fit evidence."", ""This fits the request through price fit."", ""This matches the request because it mentions budget and has strong price-fit evidence."", ""This fits the request through price fit."", ""This matches the request because it mentions budget and has strong price-fit evidence."", ""This matches the request because it mentions budget."", ""This matches the request because it mentions value."", ""This fits the request through product quality score 0.88, preference match score 0.30."", ""This fits the request through product quality score 0.88, preference match score 0.30.""]",51.0,"{""collaborative"": 24, ""attribute_match"": 4, ""preference_vector"": 50, ""evaluation_holdout"": 1}","[""B0BGNG1294"", ""B08CLNX58K"", ""B09V1FT19S"", ""B0BSFT117F"", ""B073JWXGNT"", ""B0BRZG5TK4"", ""B073JYC4XM"", ""B09ZQ4GHM8"", ""B0BPL157WQ"", ""B0BJW5LJ4J""]",,0.0,0.0,0.0,4f54546a-d779-4689-bbae-f388f33b5760,Yellow,success,,qwen/qwen3-32b,task_b_intent_v1+task_b_reranker_v1,v1,sentence-transformers/all-MiniLM-L6-v2,True,False,True,True,True,True,False,True,True,True,,True,True,True,True,True,True,True,True,True,,True
Electronics,AE6FJWLHTPXIMSLMUTF5YXODCRQA,dfed824ee43b31e28f74eade17006ec1,B073JYC4XM,"SanDisk 128GB Ultra MicroSDXC UHS-I Memory Card with Adapter - 100MB/s, C10, U1, Full HD, A1, Micro SD Card - SDSQUAR-128G-GN6MA",5.0,,,,,,True,,[],,,,,,,,,,skipped,max holdouts per user reached,,,,,,,,,,,,,,,,,,,,,,,,,,
Electronics,AE6FJWLHTPXIMSLMUTF5YXODCRQA,9f4c2c5e97b3ee947802f1de6f02229d,B0B933F7G2,"Anker Lightning Cable(3-Pack), Powerline II [3ft MFi Certified] iPhone Charger Cable/Sync Lightning Cord Compatible with iPhone SE 11 11 Pro 11 Pro Max Xs MAX XR X 8 7 6S 6 5, iPad and More",5.0,,,,,,True,,[],,,,,,,,,,skipped,max holdouts per user reached,,,,,,,,,,,,,,,,,,,,,,,,,,
Electronics,AE6FJWLHTPXIMSLMUTF5YXODCRQA,a7604e76592d27fef25c3eff5d6381f4,B07HM54CLK,OTTERBOX Symmetry Folio Series Case for iPad (5th and 6th Generation) - Retail Packaging - Starry Night - (Clear/Black/Dark Grey Microsuede),5.0,,,,,,True,,[],,,,,,,,,,skipped,max holdouts per user reached,,,,,,,,,,,,,,,,,,,,,,,,,,
Beauty_and_Personal_Care,AE6PIIY7MY6OQJKTMSFRVKTXO36Q,1c49f491325eb1078b8c2cc14c99b9d9,B07PR84L6R,"Mitchum Advanced Gel Anti-Perspirant & Deodorant, Mountain Air, 3.4 Ounce (Pack of 4)",5.0,,0.0,0.0,0.0,True,True,"[""B0BSR4YHNH"", ""B0028FLM5M"", ""B091GPF7YS"", ""B01ALAVIK4"", ""B08DJTQ8JJ"", ""B008YDXM28"", ""B0BFV2QRJ9"", ""B08LNVN54D"", ""B0B5STJTGN"", ""B0C68JYNVJ""]","[""This matches the request because it mentions rich lather, natural ingredients, budget and has strong price-fit evidence."", ""This matches the request because it mentions natural ingredients, budget and has strong price-fit evidence."", ""This matches the request because it mentions natural ingredients, budget and has strong price-fit evidence."", ""This matches the request because it mentions budget and has strong price-fit evidence."", ""This matches the request because it mentions budget and has strong price-fit evidence."", ""This fits the request through shaving cream, price fit."", ""This matches the request because it mentions budget and has strong price-fit evidence."", ""This matches the request because it mentions budget and has strong price-fit evidence."", ""This matches the request because it mentions budget and has strong price-fit evidence."", ""This matches the request because it mentions budget and has strong price-fit evidence.""]",51.0,"{""collaborative"": 24, ""request_query"": 26, ""attribute_match"": 24, ""preference_vector"": 50, ""evaluation_holdout"": 1}","[""B01LSUQSB0"", ""B0C47HXVSJ"", ""B0BHMQLLR4"", ""B01K1HPA60"", ""B088XGXB36"", ""B0BWZC536Y"", ""B08KVK68F7"", ""B09GWLJPTH"", ""B0BT357Q3L"", ""B0BPTW75RG""]",,0.0,0.0,0.0,591e0dd7-4b02-4d7f-8d29-8b4df38554d1,Yellow,success,,qwen/qwen3-32b,task_b_intent_v1+task_b_reranker_v1,v1,sentence-transformers/all-MiniLM-L6-v2,True,False,True,True,True,True,False,True,True,True,,True,True,True,True,True,True,True,True,True,,True
Beauty_and_Personal_Care,AE6PIIY7MY6OQJKTMSFRVKTXO36Q,dd012046568585d88bc00f5ee95c2e1e,B09QF78SYK,"NIVEA MEN Sensitive Calm Liquid Shaving Cream with Vitamin E and Hemp Seed Oil, 3 Pack of 6.8 Fl Oz Pump Bottles",5.0,,0.0,0.0,0.0,True,True,"[""B0BSR4YHNH"", ""B0BS2TLD9K"", ""B0028FLM5M"", ""B0837385S1"", ""B091GPF7YS"", ""B01ALAVIK4"", ""B008YDXM28"", ""B08DJTQ8JJ"", ""B0BX3R3BF9"", ""B09KC8ZYL1""]","[""This matches the request because it mentions rich lather, natural ingredients."", ""This matches the request because it mentions rich lather."", ""This matches the request because it mentions natural ingredients."", ""This matches the request because it mentions natural ingredients."", ""This matches the request because it mentions natural ingredients."", ""This fits the request through shaving cream."", ""This fits the request through shaving cream."", ""This fits the request through shaving cream."", ""This fits the request through product quality score 0.86, preference match score 0.30."", ""This fits the request through product quality score 0.96, preference match score 0.30.""]",51.0,"{""collaborative"": 24, ""request_query"": 49, ""attribute_match"": 24, ""preference_vector"": 50, ""evaluation_holdout"": 1}","[""B01LSUQSB0"", ""B0C47HXVSJ"", ""B0BHMQLLR4"", ""B01K1HPA60"", ""B088XGXB36"", ""B0BWZC536Y"", ""B08KVK68F7"", ""B09GWLJPTH"", ""B0BT357Q3L"", ""B0BPTW75RG""]",,0.0,0.0,0.0,8123d3f1-d09f-4995-8d7c-082f6a4aaf91,Yellow,success,,qwen/qwen3-32b,task_b_intent_v1+task_b_reranker_v1,v1,sentence-transformers/all-MiniLM-L6-v2,True,False,True,True,True,True,True,True,True,True,,True,True,True,True,True,True,True,True,True,,True
Beauty_and_Personal_Care,AE6PIIY7MY6OQJKTMSFRVKTXO36Q,c998d50398e046cdedf3e49245aab8ce,B00LCXS7PY,"Pre de Provence No.63 Men's Collection, After Shave Balm",4.0,,,,,,True,,[],,,,,,,,,,skipped,max holdouts per user reached,,,,,,,,,,,,,,,,,,,,,,,,,,
Electronics,AE6PIIY7MY6OQJKTMSFRVKTXO36Q,27c61b12c9f9ca1ffa4cd3390b8bd62b,B00M2EOUT4,Cosmos ® 1 Pair Black Color Replacement Earpad Ear Pad Cushion for Sony MDR-7506 and MDR-V6 Headphones,5.0,,,,,,True,,[],,,,,,,,,,skipped,max holdouts per user reached,,,,,,,,,,,,,,,,,,,,,,,,,,
Electronics,AE6PIIY7MY6OQJKTMSFRVKTXO36Q,4fb60cc9be2adaf9e20ecf2348eacfd7,B0BLSTP5QG,"Amazfit GTR 3 Smart Watch for Men, 21-Day Battery Life, Alexa Built-in, 150 Sports Modes & GPS, 1.39”AMOLED Display, SpO2 Heart Rate Tracker, Water Resistant, Fitness Watch for Android iPhone, Grey",4.0,,,,,,True,,[],,,,,,,,,,skipped,max holdouts per user reached,,,,,,,,,,,,,,,,,,,,,,,,,,
Electronics,AE6PIIY7MY6OQJKTMSFRVKTXO36Q,5af7e3e72cb76a3e4cfdd944b77f5055,B0BRZW575H,"Amazfit GTS 4 Mini Smart Watch for Women Men, Alexa Built-in, GPS, Fitness Tracker with 120+ Sport Modes, 15-Day Battery Life, Heart Rate Blood Oxygen Monitor, Android Phone iPhone Compatible-Pink",4.0,,,,,,True,,[],,,,,,,,,,skipped,max holdouts per user reached,,,,,,,,,,,,,,,,,,,,,,,,,,
Electronics,AE6PIIY7MY6OQJKTMSFRVKTXO36Q,e1e4a4e1e10bad28f44d0449376707a7,B091TWFN1F,"Amzpas Bands Compatible with Fitbit Versa 3 /4 Fitbit Sense / Sense 2, Breathable Stainless Steel Loop Mesh Magnetic Adjustable Wristband for Fitbit Versa 3 / 4 Fitbit Sense / Sense 2for Women and Men",5.0,,,,,,True,,[],,,,,,,,,,skipped,max holdouts per user reached,,,,,,,,,,,,,,,,,,,,,,,,,,
Beauty_and_Personal_Care,AE6U2ZCGCBRDU3TT3PVH44ITRLOA,21ff3ef094b6d95dbfaa23324e430bec,B07VHL2FY9,"Natural Solution Facial Face Mask 24 Pack,Deep Moisturizing, Instant Hydrating,Facial Mask For Skin Brightening,Anti-Aging Anti Wrinkle,(Mix-4 of Each) (NSGF07)",4.0,,0.0,0.0,0.0,True,True,"[""B09KPH9SLP"", ""B0BQQ6RV3N"", ""B0C7WGXMJL"", ""B091GPF7YS"", ""B0CBVWWD4Q"", ""B01MG4PZK0"", ""B0C4NM93ZP"", ""B0BQQHX173"", ""B081RQT281"", ""B0081NLR0K""]","[""This fits the request through product quality score 0.94, preference match score 0.30."", ""This fits the request through product quality score 0.94, preference match score 0.30."", ""This fits the request through natural ingredients."", ""This fits the request through natural ingredients."", ""This fits the request through product quality score 0.90, preference match score 0.30."", ""This fits the request through product quality score 0.92, preference match score 0.30."", ""This fits the request through ease of application."", ""This fits the request through product quality score 0.94, preference match score 0.30."", ""This fits the request through product quality score 0.88, preference match score 0.30."", ""This fits the request through product quality score 0.92, preference match score 0.30.""]",51.0,"{""collaborative"": 25, ""request_query"": 25, ""attribute_match"": 25, ""preference_vector"": 50, ""evaluation_holdout"": 1}","[""B01LSUQSB0"", ""B0C47HXVSJ"", ""B0BHMQLLR4"", ""B01K1HPA60"", ""B088XGXB36"", ""B0BWZC536Y"", ""B08KVK68F7"", ""B09GWLJPTH"", ""B0BT357Q3L"", ""B0BPTW75RG""]",,0.0,0.0,0.0,206fafde-5e00-49e3-9cb9-efccf1167afd,Yellow,success,,qwen/qwen3-32b,task_b_intent_v1+task_b_reranker_v1,v1,sentence-transformers/all-MiniLM-L6-v2,True,False,True,True,True,True,False,True,True,True,,True,True,True,True,True,True,True,True,True,,True
Beauty_and_Personal_Care,AE6U2ZCGCBRDU3TT3PVH44ITRLOA,23c063ab47fe5ed23580fad66844d703,B07QGGNF9X,Face Moisturizer with SPF 12 Sun Protection (Lavender) | Reduces Redness & Prevents Sun Damage | 100% Natural with Organic Ingredients | Made for Sensitive & Oily Skin | 1.7 fl. oz.,5.0,,0.0,0.0,0.0,True,True,"[""B09KPH9SLP"", ""B0BQQ6RV3N"", ""B0C7WGXMJL"", ""B091GPF7YS"", ""B0CBVWWD4Q"", ""B01MG4PZK0"", ""B0C4NM93ZP"", ""B0BQQHX173"", ""B081RQT281"", ""B0081NLR0K""]","[""This fits the request through product quality score 0.94, preference match score 0.30."", ""This fits the request through product quality score 0.94, preference match score 0.30."", ""This fits the request through natural ingredients."", ""This fits the request through natural ingredients."", ""This fits the request through product quality score 0.90, preference match score 0.30."", ""This fits the request through product quality score 0.92, preference match score 0.30."", ""This fits the request through ease of application."", ""This fits the request through product quality score 0.94, preference match score 0.30."", ""This fits the request through product quality score 0.88, preference match score 0.30."", ""This fits the request through product quality score 0.92, preference match score 0.30.""]",51.0,"{""collaborative"": 25, ""request_query"": 25, ""attribute_match"": 25, ""preference_vector"": 50, ""evaluation_holdout"": 1}","[""B01LSUQSB0"", ""B0C47HXVSJ"", ""B0BHMQLLR4"", ""B01K1HPA60"", ""B088XGXB36"", ""B0BWZC536Y"", ""B08KVK68F7"", ""B09GWLJPTH"", ""B0BT357Q3L"", ""B0BPTW75RG""]",,0.0,0.0,0.0,28d80b99-6f38-4f84-b457-921ae6b2756c,Yellow,success,,qwen/qwen3-32b,task_b_intent_v1+task_b_reranker_v1,v1,sentence-transformers/all-MiniLM-L6-v2,True,False,True,True,True,True,False,True,True,True,,True,True,True,True,True,True,True,True,True,,True
Beauty_and_Personal_Care,AE6U2ZCGCBRDU3TT3PVH44ITRLOA,2934ff2a5485fdc63893189105ae4f18,B0BHN2MN1L,"WBM Care Hand Soap 16.9 Oz/Each, Made with Lemon & Green Tea Extracts, Nourishing & Smooth Leave Your Skin Feeling Refresh, Liquid Hand Soap – Pack of 3",5.0,,,,,,True,,[],,,,,,,,,,skipped,max holdouts per user reached,,,,,,,,,,,,,,,,,,,,,,,,,,
Beauty_and_Personal_Care,AE6U2ZCGCBRDU3TT3PVH44ITRLOA,3a4046ee2379ee2dd58a96eb651a5cf5,B0B6YPT7SJ,"L'Oreal Paris EverFresh Micro-Exfoliating Scrub Sulfate Free, 8.5 Fl; Oz",5.0,,,,,,True,,[],,,,,,,,,,skipped,max holdouts per user reached,,,,,,,,,,,,,,,,,,,,,,,,,,
Beauty_and_Personal_Care,AE6U2ZCGCBRDU3TT3PVH44ITRLOA,3cf778d3772b4846914d491c91041ac7,B07MFNZRV3,"Necessity Skincare Advanced Hyaluronic Acid Cream for Face, 2 Fluid Ounce",4.0,,,,,,True,,[],,,,,,,,,,skipped,max holdouts per user reached,,,,,,,,,,,,,,,,,,,,,,,,,,
Beauty_and_Personal_Care,AE6U2ZCGCBRDU3TT3PVH44ITRLOA,3ef74faafaccc41c9cf1633f8c16542b,B07RFYT9WZ,"Zadro LED Lighted 8X/1X Magnification Two-Sided Swivel Acrylic Base Vanity Makeup Mirror for Bedroom, Bathroom and Tabletop in Satin Nickel",4.0,,,,,,True,,[],,,,,,,,,,skipped,max holdouts per user reached,,,,,,,,,,,,,,,,,,,,,,,,,,
Beauty_and_Personal_Care,AE6U2ZCGCBRDU3TT3PVH44ITRLOA,704a1218e8c85d2aed2fca7fb64e8351,B07W15118K,"Face Mask Gel by Olay Masks, Overnight Facial Moisturizer with Vitamin C and Hyaluronic Acid for Brighter Skin, 1.7 Fl Ounce",5.0,,,,,,True,,[],,,,,,,,,,skipped,max holdouts per user reached,,,,,,,,,,,,,,,,,,,,,,,,,,
Beauty_and_Personal_Care,AE6U2ZCGCBRDU3TT3PVH44ITRLOA,9705fdb655e88d7bcac206d96538e437,B088XCH2Q7,"Olay Shine Control with Tea Tree Extract Facial Mask Stick, Tea Tree Extract Mask Stick, 1 Count",4.0,,,,,,True,,[],,,,,,,,,,skipped,max holdouts per user reached,,,,,,,,,,,,,,,,,,,,,,,,,,
Beauty_and_Personal_Care,AE6U2ZCGCBRDU3TT3PVH44ITRLOA,a84fd36d679277cd979f15e33b1b8c97,B07VPHM4TV,"Amazon Brand - Solimo Morning Fresh Facial Cleanser with Ginseng and Vitamin C, 8 Fluid Ounce (Pack of 6)",4.0,,,,,,True,,[],,,,,,,,,,skipped,max holdouts per user reached,,,,,,,,,,,,,,,,,,,,,,,,,,
Beauty_and_Personal_Care,AE6U2ZCGCBRDU3TT3PVH44ITRLOA,be110b29ed8e1192a52ed0a389f87b93,B0C5NP97FF,"Schwarzkopf Keratin Color Permanent Hair Color Cream, 4.6 Intense Cocoa",5.0,,,,,,True,,[],,,,,,,,,,skipped,max holdouts per user reached,,,,,,,,,,,,,,,,,,,,,,,,,,
Beauty_and_Personal_Care,AE6U2ZCGCBRDU3TT3PVH44ITRLOA,12004829e50a78ef302f6f5f6202ce1f,B0C6R4JQF9,"AllSett Health Foot Soaking Bath Basin – Large Size for Soaking Feet | Pedicure and Massager Tub for at Home Spa Treatment | Callus, Fungus, Dead Skin Remover",5.0,,,,,,True,,[],,,,,,,,,,skipped,max holdouts per user reached,,,,,,,,,,,,,,,,,,,,,,,,,,
Beauty_and_Personal_Care,AE6U2ZCGCBRDU3TT3PVH44ITRLOA,0cd1b940d30fef3335173f8b07e9084f,B07MH9CJXL,Fast Beauty Co. Lip Service! 1 Smoothing Biocellulose Lip Mask With Argan & Hibiscus,4.0,,,,,,True,,[],,,,,,,,,,skipped,max holdouts per user reached,,,,,,,,,,,,,,,,,,,,,,,,,,
Beauty_and_Personal_Care,AE6U2ZCGCBRDU3TT3PVH44ITRLOA,fd93ba5f67e3dc940896461bbda7b102,B07HS25PSG,"Aveeno Positively Mineral Sensitive Skin Daily Sunscreen Lotion for Face, Broad Spectrum SPF 50 with 100% Zinc Oxide, Lightweight & Non-Comedogenic Facial Sunscreen, Travel-Size, 2 fl. oz",4.0,,,,,,True,,[],,,,,,,,,,skipped,max holdouts per user reached,,,,,,,,,,,,,,,,,,,,,,,,,,
Beauty_and_Personal_Care,AE6U2ZCGCBRDU3TT3PVH44ITRLOA,e15b9a19239432dca66031769c3d48ea,B07YKCMYN4,"COVERGIRL Outlast Active All-day Setting Mist, 3.4 Ounce",5.0,,,,,,True,,[],,,,,,,,,,skipped,max holdouts per user reached,,,,,,,,,,,,,,,,,,,,,,,,,,
Health_and_Household,AE6U2ZCGCBRDU3TT3PVH44ITRLOA,52790c38181f39773bb4d973f7027a26,B0B94K8T43,"Sapadilla Sweet Lavender + Lime Biodegradable Countertop Cleanser Spray, 16 Ounce, (Pack of 1)",4.0,,,,,,True,,[],,,,,,,,,,skipped,max holdouts per user reached,,,,,,,,,,,,,,,,,,,,,,,,,,
Health_and_Household,AE6U2ZCGCBRDU3TT3PVH44ITRLOA,5e15f47c05379348e42117b84b1166a1,B0BZTPCY6C,"Swiffer Sweeper Wet Mopping Cloth Multi Surface Refills, Febreze Lavender Scent, 36 count",5.0,,,,,,True,,[],,,,,,,,,,skipped,max holdouts per user reached,,,,,,,,,,,,,,,,,,,,,,,,,,
Health_and_Household,AE6U2ZCGCBRDU3TT3PVH44ITRLOA,7b002bddcdec5819164ca99a13548c63,B0BGY6GXCG,"Papyrus Wrapping Paper Set with Cut Lines (Holiday Traditions) for Christmas, Hanukkah, Kwanzaa and All Holidays (2 Rolls, 3 Bows, 1 Ribbon, 3 Tags, 12 Labels, 120 sq. ft.)",5.0,,,,,,True,,[],,,,,,,,,,skipped,max holdouts per user reached,,,,,,,,,,,,,,,,,,,,,,,,,,
Health_and_Household,AE6U2ZCGCBRDU3TT3PVH44ITRLOA,be303392f871fc8f4d3541a726ddad97,B07V1ZMNYP,"3M 90019 Household Cleaning Gloves, Large",5.0,,,,,,True,,[],,,,,,,,,,skipped,max holdouts per user reached,,,,,,,,,,,,,,,,,,,,,,,,,,
Health_and_Household,AE6U2ZCGCBRDU3TT3PVH44ITRLOA,206b0297310cb20d71de12b3f024a847,B07CHBJVNY,"BISSELL Heavy Traffic Carpet Foam, Gain, 22oz (Pack of 4), 14399",5.0,,,,,,True,,[],,,,,,,,,,skipped,max holdouts per user reached,,,,,,,,,,,,,,,,,,,,,,,,,,
Health_and_Household,AE6U2ZCGCBRDU3TT3PVH44ITRLOA,1c8be07eaadbf0df0b692b50127d7d53,B09XVRPVT5,"Nature Made Melatonin 10mg per serving, Maximum Strength 100% Drug Free Sleep Aid for Adults, 70 Gummies, 35 Day Supply",5.0,,,,,,True,,[],,,,,,,,,,skipped,max holdouts per user reached,,,,,,,,,,,,,,,,,,,,,,,,,,
Health_and_Household,AE6U2ZCGCBRDU3TT3PVH44ITRLOA,2e43bc008db0a8f201968a8fb70c92c9,B08XYQP5QM,"AmazonCommercial 2-Ply Quick Dispensing Toilet Paper for RV's & Marine, Waste-Tank Compatible, Unscented, 7200 Sheets, 24 Rolls of 300 Sheet per Roll, White",5.0,,,,,,True,,[],,,,,,,,,,skipped,max holdouts per user reached,,,,,,,,,,,,,,,,,,,,,,,,,,
Health_and_Household,AE6U2ZCGCBRDU3TT3PVH44ITRLOA,5f5d2fe159e4ddcee967c88e3c42636c,B07R2Z1T86,"Renuzit Snuggle Automatic Air Freshener Universal Refill, Relaxing Lavender, 6Count",4.0,,,,,,True,,[],,,,,,,,,,skipped,max holdouts per user reached,,,,,,,,,,,,,,,,,,,,,,,,,,
Health_and_Household,AE6U2ZCGCBRDU3TT3PVH44ITRLOA,cafd44c567d8804a3600b34f5d46a6b2,B07QMMYFVG,"Glade PlugIns Refills Air Freshener Starter Kit, Scented and Essential Oils for Home and Bathroom, Apple Cinnamon, 4.02 Fl Oz, 2 Warmers + 6 Refills",5.0,,,,,,True,,[],,,,,,,,,,skipped,max holdouts per user reached,,,,,,,,,,,,,,,,,,,,,,,,,,
